"DXXPT82Y.Code.or.Value","DXXPT82Y.Value.Description","DXXPT82Y.Count","DXXPT82Y.Cumulative","DXXPT82Y.Skip.to.Item"
"68 to 253.1","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
