"DXXPT0Y.Code.or.Value","DXXPT0Y.Value.Description","DXXPT0Y.Count","DXXPT0Y.Cumulative","DXXPT0Y.Skip.to.Item"
"54.9 to 296.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
