"DXXPT64Y.Code.or.Value","DXXPT64Y.Value.Description","DXXPT64Y.Count","DXXPT64Y.Cumulative","DXXPT64Y.Skip.to.Item"
"41.5 to 221.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
