"DXXPT44X.Code.or.Value","DXXPT44X.Value.Description","DXXPT44X.Count","DXXPT44X.Cumulative","DXXPT44X.Skip.to.Item"
"642.4 to 1224.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
