"WTSPH40.Code.or.Value","WTSPH40.Value.Description","WTSPH40.Count","WTSPH40.Cumulative","WTSPH40.Skip.to.Item"
"0.0000000 to 787966.0041400","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
