"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"65.8 to 250.4","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
