"AUXRR138.Code.or.Value","AUXRR138.Value.Description","AUXRR138.Count","AUXRR138.Cumulative","AUXRR138.Skip.to.Item"
"-62 to 70","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
