"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"83.8 to 301.2","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
