"DXXPT34X.Code.or.Value","DXXPT34X.Value.Description","DXXPT34X.Count","DXXPT34X.Cumulative","DXXPT34X.Skip.to.Item"
"168.7 to 815.1","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
