"DXXPT39Y.Code.or.Value","DXXPT39Y.Value.Description","DXXPT39Y.Count","DXXPT39Y.Cumulative","DXXPT39Y.Skip.to.Item"
"104.5 to 297.6","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
