"DXXPT65Y.Code.or.Value","DXXPT65Y.Value.Description","DXXPT65Y.Count","DXXPT65Y.Cumulative","DXXPT65Y.Skip.to.Item"
"40.3 to 221.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
