"CBQ580.Code.or.Value","CBQ580.Value.Description","CBQ580.Count","CBQ580.Cumulative","CBQ580.Skip.to.Item"
"1","Yes",593,593,""
"2","No",3395,3988,"CBQ590"
"7","Refused",0,3988,"CBQ590"
"9","Don't know",10,3998,"CBQ590"
".","Missing",2024,6022,""
