"TYXP232.Code.or.Value","TYXP232.Value.Description","TYXP232.Count","TYXP232.Cumulative","TYXP232.Skip.to.Item"
"-296 to -27","Range of Values",218,218,NA
".","Missing",8251,8469,NA
