"DXXPT17Y.Code.or.Value","DXXPT17Y.Value.Description","DXXPT17Y.Count","DXXPT17Y.Cumulative","DXXPT17Y.Skip.to.Item"
"178.3 to 420.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
