"DXXPT78X.Code.or.Value","DXXPT78X.Value.Description","DXXPT78X.Count","DXXPT78X.Cumulative","DXXPT78X.Skip.to.Item"
"-13 to 499.6","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
