"DXXPT54X.Code.or.Value","DXXPT54X.Value.Description","DXXPT54X.Count","DXXPT54X.Cumulative","DXXPT54X.Skip.to.Item"
"317 to 963.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
