"AUXRR250.Code.or.Value","AUXRR250.Value.Description","AUXRR250.Count","AUXRR250.Cumulative","AUXRR250.Skip.to.Item"
"-17 to 34","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
