"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"102.4 to 320.1","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
