"DXXPT86Y.Code.or.Value","DXXPT86Y.Value.Description","DXXPT86Y.Count","DXXPT86Y.Cumulative","DXXPT86Y.Skip.to.Item"
"111.5 to 345.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
