"DXXPT77Y.Code.or.Value","DXXPT77Y.Value.Description","DXXPT77Y.Count","DXXPT77Y.Cumulative","DXXPT77Y.Skip.to.Item"
"123.5 to 355.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
