"DXXPT2Y.Code.or.Value","DXXPT2Y.Value.Description","DXXPT2Y.Count","DXXPT2Y.Cumulative","DXXPT2Y.Skip.to.Item"
"174.3 to 404","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
