"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"556.7 to 1137.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
