"DXXPT82X.Code.or.Value","DXXPT82X.Value.Description","DXXPT82X.Count","DXXPT82X.Cumulative","DXXPT82X.Skip.to.Item"
"577 to 1153.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
