"DXXPT54X.Code.or.Value","DXXPT54X.Value.Description","DXXPT54X.Count","DXXPT54X.Cumulative","DXXPT54X.Skip.to.Item"
"105.8 to 743.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
