"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"45.7 to 264.6","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
