"AUDTYR63.Code.or.Value","AUDTYR63.Value.Description","AUDTYR63.Count","AUDTYR63.Cumulative","AUDTYR63.Skip.to.Item"
"0 to 1.19","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
