"DXXPT13Y.Code.or.Value","DXXPT13Y.Value.Description","DXXPT13Y.Count","DXXPT13Y.Cumulative","DXXPT13Y.Skip.to.Item"
"129.9 to 329","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
