"RHQ010.Code.or.Value","RHQ010.Value.Description","RHQ010.Count","RHQ010.Cumulative","RHQ010.Skip.to.Item"
"0 to 21","Range of Values",3227,3227,NA
"777","Refused",0,3227,NA
"999","Don't know",25,3252,NA
".","Missing",312,3564,NA
