"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"63.2 to 303.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
