"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"56.9 to 286.9","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
