"WTSPH41.Code.or.Value","WTSPH41.Value.Description","WTSPH41.Count","WTSPH41.Cumulative","WTSPH41.Skip.to.Item"
"0.0000000 to 811402.5606500","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
