"DXXPT88Y.Code.or.Value","DXXPT88Y.Value.Description","DXXPT88Y.Count","DXXPT88Y.Cumulative","DXXPT88Y.Skip.to.Item"
"73.6 to 254.6","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
