"DXXPT84X.Code.or.Value","DXXPT84X.Value.Description","DXXPT84X.Count","DXXPT84X.Cumulative","DXXPT84X.Skip.to.Item"
"49.9 to 688.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
