"DXXPT68Y.Code.or.Value","DXXPT68Y.Value.Description","DXXPT68Y.Count","DXXPT68Y.Cumulative","DXXPT68Y.Skip.to.Item"
"59.8 to 244.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
