"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"147.4 to 798","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
