"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"102.9 to 319.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
