"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"85.2 to 328.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
