"RHQ520.Code.or.Value","RHQ520.Value.Description","RHQ520.Count","RHQ520.Cumulative","RHQ520.Skip.to.Item"
"1","Yes",69,69,NA
"2","No",193,262,NA
"7","Refused",0,262,NA
"9","Don't know",0,262,NA
".","Missing",3255,3517,NA
