"DXXPT51Y.Code.or.Value","DXXPT51Y.Value.Description","DXXPT51Y.Count","DXXPT51Y.Cumulative","DXXPT51Y.Skip.to.Item"
"100.7 to 345.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
