"AUXRR142.Code.or.Value","AUXRR142.Value.Description","AUXRR142.Count","AUXRR142.Cumulative","AUXRR142.Skip.to.Item"
"-25 to 102","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
