"CBQ550.Code.or.Value","CBQ550.Value.Description","CBQ550.Count","CBQ550.Cumulative","CBQ550.Skip.to.Item"
"1","Yes",3996,3996,""
"2","No",817,4813,"CBQ595"
"7","Refused",0,4813,""
"9","Don't know",2,4815,""
".","Missing",1207,6022,""
