"DXXPT87X.Code.or.Value","DXXPT87X.Value.Description","DXXPT87X.Count","DXXPT87X.Cumulative","DXXPT87X.Skip.to.Item"
"580.7 to 1158.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
