"DXXPT91X.Code.or.Value","DXXPT91X.Value.Description","DXXPT91X.Count","DXXPT91X.Cumulative","DXXPT91X.Skip.to.Item"
"487.1 to 1071.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
