"DXXPT12Y.Code.or.Value","DXXPT12Y.Value.Description","DXXPT12Y.Count","DXXPT12Y.Cumulative","DXXPT12Y.Skip.to.Item"
"38.9 to 221.8","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
