"AUXRR264.Code.or.Value","AUXRR264.Value.Description","AUXRR264.Count","AUXRR264.Cumulative","AUXRR264.Skip.to.Item"
"-10 to 54","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
