"DXXPT56X.Code.or.Value","DXXPT56X.Value.Description","DXXPT56X.Count","DXXPT56X.Cumulative","DXXPT56X.Skip.to.Item"
"296.1 to 942.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
