"WTSPH21.Code.or.Value","WTSPH21.Value.Description","WTSPH21.Count","WTSPH21.Cumulative","WTSPH21.Skip.to.Item"
"0.0000000 to 790952.9526000","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
