"DXXPT18Y.Code.or.Value","DXXPT18Y.Value.Description","DXXPT18Y.Count","DXXPT18Y.Cumulative","DXXPT18Y.Skip.to.Item"
"178.4 to 419.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
