"DXXPT61Y.Code.or.Value","DXXPT61Y.Value.Description","DXXPT61Y.Count","DXXPT61Y.Cumulative","DXXPT61Y.Skip.to.Item"
"67.2 to 250.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
