"DXXPT64Y.Code.or.Value","DXXPT64Y.Value.Description","DXXPT64Y.Count","DXXPT64Y.Cumulative","DXXPT64Y.Skip.to.Item"
"45.8 to 232.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
