"DXXPT15X.Code.or.Value","DXXPT15X.Value.Description","DXXPT15X.Count","DXXPT15X.Cumulative","DXXPT15X.Skip.to.Item"
"20.1 to 581","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
