"DXXPT90X.Code.or.Value","DXXPT90X.Value.Description","DXXPT90X.Count","DXXPT90X.Cumulative","DXXPT90X.Skip.to.Item"
"-5.1 to 502.9","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
