"DXXPT2X.Code.or.Value","DXXPT2X.Value.Description","DXXPT2X.Count","DXXPT2X.Cumulative","DXXPT2X.Skip.to.Item"
"108.1 to 758.8","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
