"RHQ720.Code.or.Value","RHQ720.Value.Description","RHQ720.Count","RHQ720.Cumulative","RHQ720.Skip.to.Item"
"1","Yes",414,414,NA
"2","No",1717,2131,NA
"7","Refused",0,2131,NA
"9","Don't know",1,2132,NA
".","Missing",1733,3865,NA
