"DXXPT34X.Code.or.Value","DXXPT34X.Value.Description","DXXPT34X.Count","DXXPT34X.Cumulative","DXXPT34X.Skip.to.Item"
"646.2 to 1227.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
