"CBQ685.Code.or.Value","CBQ685.Value.Description","CBQ685.Count","CBQ685.Cumulative","CBQ685.Skip.to.Item"
"1","Always",576,576,NA
"2","Most of the time",752,1328,NA
"3","Sometimes",1454,2782,NA
"4","Rarely",1087,3869,NA
"5","Never",855,4724,NA
"6","Never seen",44,4768,NA
"7","Refused",0,4768,NA
"9","Don't know",38,4806,NA
".","Missing",1216,6022,NA
