"DXXPT60X.Code.or.Value","DXXPT60X.Value.Description","DXXPT60X.Count","DXXPT60X.Cumulative","DXXPT60X.Skip.to.Item"
"415.2 to 994.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
