"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"120 to 315.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
