"AUXLR205.Code.or.Value","AUXLR205.Value.Description","AUXLR205.Count","AUXLR205.Cumulative","AUXLR205.Skip.to.Item"
"-31 to 73","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
