"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"144.9 to 385.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
