"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"41.9 to 260.9","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
