"RHQ076.Code.or.Value","RHQ076.Value.Description","RHQ076.Count","RHQ076.Cumulative","RHQ076.Skip.to.Item"
"1","Yes",135,135,NA
"2","No",1659,1794,NA
"7","Refused",0,1794,NA
"9","Don't know",0,1794,NA
".","Missing",1677,3471,NA
