"DXXPT64X.Code.or.Value","DXXPT64X.Value.Description","DXXPT64X.Count","DXXPT64X.Cumulative","DXXPT64X.Skip.to.Item"
"212.9 to 857.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
