"DXXPT6X.Code.or.Value","DXXPT6X.Value.Description","DXXPT6X.Count","DXXPT6X.Cumulative","DXXPT6X.Skip.to.Item"
"64.4 to 607.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
